posicao,apelido,data,texto,idioma,pais,latitude,longitude,sigla,lugar,resumo
0,_dani_tricolor,2020-03-30 13:38:53,paciência. disse o presidente sobre mortes anunciadas. quem da sua família pode morrer para a economia não parar???… https://t.co/u3hebbjzqg,pt,brazil,-34.95774154,-8.03949355,BR,recife
